Date,Open,High,Low,Close,Change,Change(%),Ratio(%),Volume,Value(T)
2023-05-10,5075,5150,5050,5150,Rise,25,0,1084190,554756787
2023-05-11,5175,5175,5100,5150,Unchnaged,0,0,856254,439847117
2023-05-12,5100,5175,5100,5150,Unchnaged,0,0,771567,396829717
2023-05-15,5150,5175,5025,5150,Unchnaged,0,0,1336305,681694102
2023-05-16,5175,5200,5100,5200,Rise,50,1,866243,446303435
2023-05-17,5250,5250,5175,5200,Unchnaged,0,0,1158350,604636310
2023-05-19,5225,5450,5200,5400,Rise,200,4,1665408,892069852
2023-05-22,5300,5500,5300,5425,Rise,25,0,1631931,886829097
2023-05-23,5475,5600,5475,5500,Rise,75,1,2216746,1228143692
2023-05-24,5525,5600,5450,5600,Rise,100,2,1562115,865209170
2023-05-25,5500,5575,5450,5475,Fall,125,2,1979435,1087409307
2023-05-26,5425,5600,5425,5600,Rise,125,2,1540031,851708700
2023-05-29,5600,5625,5475,5550,Fall,50,1,1250491,692384440
2023-05-30,5500,5600,5500,5500,Fall,50,1,898823,498285440
2023-05-31,5575,5575,5375,5575,Rise,75,1,5068752,2812403532
2023-06-05,5600,5600,5425,5425,Fall,150,3,2554726,1398719152
2023-06-06,5400,5500,5350,5450,Rise,25,0,920214,500469685
2023-06-07,5475,5475,5350,5400,Fall,50,1,1176472,634897507
2023-06-08,5375,5475,5350,5475,Rise,75,1,927941,504057875
2023-06-09,5425,5450,5375,5425,Fall,50,1,773485,418647240
2023-06-12,5400,5400,5375,5400,Fall,25,0,923142,497888152
2023-06-13,5400,5550,5400,5550,Rise,150,3,1088314,598844027
2023-06-14,5575,5575,5475,5550,Unchnaged,0,0,791376,437810830
2023-06-15,5475,5525,5450,5525,Fall,25,0,743884,409180950
2023-06-16,5475,5550,5400,5550,Rise,25,0,1890626,1039631007
2023-06-19,5500,5525,5450,5525,Fall,25,0,551442,302961750
2023-06-20,5475,5550,5475,5550,Rise,25,0,1029268,568263522
2023-06-21,5500,5575,5500,5575,Rise,25,0,846585,469335662
2023-06-22,5550,5600,5475,5475,Fall,100,2,941432,519247985
2023-06-23,5425,5475,5400,5400,Fall,75,1,1233503,668232915
2023-06-26,5425,5475,5375,5450,Rise,50,1,854721,464597925
2023-06-27,5450,5500,5425,5425,Fall,25,0,1107786,605477837
2023-07-03,5500,5550,5450,5475,Rise,50,1,1685658,926305432
2023-07-04,5500,5500,5425,5450,Fall,25,0,944626,515269375
2023-07-05,5400,5450,5400,5450,Unchnaged,0,0,1096328,594489915
2023-07-06,5450,5475,5400,5425,Fall,25,0,1094462,594049315
2023-07-07,5400,5425,5375,5375,Fall,50,1,1140438,615589205
2023-07-10,5425,5500,5400,5400,Rise,25,0,789721,429540035
2023-07-11,5375,5450,5375,5425,Rise,25,0,1220947,660475917
2023-07-12,5450,5475,5425,5450,Rise,25,0,1049937,572501095
2023-07-13,5425,5475,5425,5450,Unchnaged,0,0,1349057,734161607
2023-07-14,5450,5525,5425,5525,Rise,75,1,1278142,701216810
2023-07-17,5550,5625,5525,5575,Rise,50,1,1669513,933488237
2023-07-18,5625,5700,5600,5625,Rise,50,1,1418847,800121555
2023-07-20,5575,5650,5550,5625,Unchnaged,0,0,1111173,621968742
2023-07-21,5600,5625,5575,5625,Unchnaged,0,0,630946,353841547
2023-07-24,5600,5650,5600,5600,Fall,25,0,629625,353494600
2023-07-25,5625,5700,5625,5650,Rise,50,1,1112481,629542770
2023-07-26,5700,5700,5650,5675,Rise,25,0,762003,433308475
2023-07-27,5675,5750,5650,5650,Fall,25,0,1098592,623973822
2023-07-28,5625,5700,5625,5700,Rise,50,1,740367,419483047
2023-07-31,5700,5700,5650,5650,Fall,50,1,1867274,1057687785
2023-08-01,5650,5750,5650,5700,Rise,50,1,1001375,570202175
2023-08-02,5650,5725,5650,5700,Unchnaged,0,0,906113,515962800
2023-08-03,5675,5750,5650,5700,Unchnaged,0,0,827750,472087505
2023-08-04,5700,5725,5575,5575,Fall,125,2,1507385,850724555
2023-08-07,5600,5725,5575,5700,Rise,125,2,881049,500487517
2023-08-08,5700,5750,5600,5625,Fall,75,1,1156723,654069445
2023-08-09,5650,5725,5625,5700,Rise,75,1,919300,523379235
2023-08-10,5675,5725,5675,5700,Unchnaged,0,0,855745,487738707
2023-08-11,5675,5700,5650,5650,Fall,50,1,743210,421493667
2023-08-14,5650,5675,5575,5650,Unchnaged,0,0,1273584,716355587
2023-08-15,5650,5675,5575,5575,Fall,75,1,895973,501470472
2023-08-16,5550,5575,5450,5525,Fall,50,1,2267546,1250073162
2023-08-18,5500,5600,5500,5575,Rise,50,1,1215612,675416390
2023-08-21,5550,5575,5500,5500,Fall,75,1,916400,506256652
2023-08-22,5500,5625,5500,5575,Rise,75,1,1012215,564956250
2023-08-23,5600,5625,5575,5600,Rise,25,0,786869,440236185
2023-08-24,5625,5625,5550,5550,Fall,50,1,744075,414629062
2023-08-25,5550,5600,5525,5600,Rise,50,1,650965,362987037
2023-08-28,5600,5625,5550,5550,Fall,50,1,371266,207176352
2023-08-29,5525,5600,5525,5600,Rise,50,1,575472,320214852
2023-08-30,5600,5600,5500,5525,Fall,75,1,1712827,950314647
2023-08-31,5525,5550,5475,5550,Rise,25,0,1750882,969698787
2023-09-01,5600,5600,5525,5575,Rise,25,0,873661,487513565
2023-09-04,5600,5625,5575,5625,Rise,50,1,438982,246000760
2023-09-05,5625,5650,5600,5625,Unchnaged,0,0,724643,407650567
2023-09-06,5625,5650,5575,5575,Fall,50,1,1063678,596523495
2023-09-07,5525,5550,5450,5450,Fall,125,2,1579986,866542392
2023-09-08,5425,5450,5300,5350,Fall,100,2,2433245,1303702157
2023-09-11,5350,5425,5300,5425,Rise,75,1,804741,432600680
2023-09-12,5450,5475,5375,5375,Fall,50,1,1216544,657684742
2023-09-13,5350,5425,5350,5400,Rise,25,0,594080,319870420
2023-09-14,5325,5425,5325,5425,Rise,25,0,768317,414449485
2023-09-15,5400,5450,5375,5375,Fall,50,1,1414554,761841095
2023-09-18,5350,5400,5300,5325,Fall,50,1,613290,326595495
2023-09-19,5325,5375,5300,5375,Rise,50,1,610693,326375150
2023-09-20,5350,5450,5350,5375,Unchnaged,0,0,987101,532762975
2023-09-21,5425,5425,5350,5350,Fall,25,0,685849,368749122
2023-09-22,5350,5425,5350,5350,Unchnaged,0,0,831841,446602737
2023-09-25,5325,5350,5200,5300,Fall,50,1,1315811,696787012
2023-09-26,5250,5275,5200,5200,Fall,100,2,1802806,941646727
2023-09-27,5175,5300,5175,5225,Rise,25,0,1197747,628069007
2023-09-29,5300,5325,5225,5225,Unchnaged,0,0,1403489,740053300
2023-10-02,5250,5300,5250,5250,Rise,25,0,816746,431002850
2023-10-03,5250,5300,5250,5275,Rise,25,0,545060,287916900
2023-10-04,5250,5275,5200,5250,Fall,25,0,1214450,635610960
2023-10-05,5250,5275,5175,5175,Fall,75,1,1168148,609986787
2023-10-06,5200,5250,5175,5175,Unchnaged,0,0,702023,364951365
2023-10-09,5200,5225,5125,5125,Fall,50,1,1444770,744711747
2023-10-10,5125,5250,5125,5175,Rise,50,1,1155656,599932125
2023-10-11,5150,5275,5150,5250,Rise,75,1,1003948,524620572
2023-10-12,5300,5375,5275,5300,Rise,50,1,1740224,927003287
2023-10-13,5275,5325,5250,5275,Fall,25,0,846488,447302352
2023-10-16,5325,5325,5250,5250,Fall,25,0,612732,322783827
2023-10-17,5250,5275,5150,5150,Fall,100,2,1272872,659905572
2023-10-18,5125,5225,5125,5150,Unchnaged,0,0,1803505,931554815
2023-10-19,5100,5150,5000,5000,Fall,150,3,1958314,990949922
2023-10-20,4980,5100,4960,5050,Rise,50,1,1943162,976719210
2023-10-23,5000,5075,4990,5000,Fall,50,1,827561,414353155
2023-10-24,5000,5100,4950,5100,Rise,100,2,1040215,526937196
2023-10-25,5100,5200,5100,5175,Rise,75,1,1422150,734961772
2023-10-26,5175,5175,4920,4920,Fall,255,5,3306188,1645341505
2023-10-27,4950,5050,4940,5000,Rise,80,2,1295998,648320596
2023-10-30,4980,5025,4970,5000,Unchnaged,0,0,1085237,541638340
2023-10-31,4980,5000,4960,4960,Fall,40,1,1067603,530305347
2023-11-01,4920,4960,4830,4830,Fall,130,3,1915672,932799029
2023-11-02,4940,5075,4910,5000,Rise,170,4,2080754,1039849295
2023-11-03,5025,5175,5025,5100,Rise,100,2,1255040,642777742
2023-11-06,5100,5200,5100,5200,Rise,100,2,1223338,632021827
2023-11-07,5225,5275,5175,5250,Rise,50,1,1370394,717010230
2023-11-08,5200,5250,5175,5225,Fall,25,0,867816,452270637
2023-11-09,5225,5275,5200,5200,Fall,25,0,662364,346733172
2023-11-10,5150,5150,5050,5075,Fall,125,2,1138119,579908055
2023-11-13,5075,5125,5025,5025,Fall,50,1,925180,467818212
2023-11-14,5075,5125,5050,5075,Rise,50,1,854195,434855512
2023-11-15,5200,5300,5175,5250,Rise,175,3,1937904,1017076107
2023-11-16,5275,5275,5175,5250,Unchnaged,0,0,1296842,678573742
2023-11-17,5175,5250,5175,5225,Fall,25,0,707275,368614297
2023-11-20,5175,5275,5175,5250,Rise,25,0,673144,351526395
2023-11-21,5225,5250,5175,5200,Fall,50,1,1041105,541759102
2023-11-22,5175,5300,5175,5275,Rise,75,1,1035855,543834505
2023-11-23,5325,5400,5300,5350,Rise,75,1,1745724,936190142
2023-11-24,5400,5450,5375,5400,Rise,50,1,1044134,565717080
2023-11-27,5425,5450,5350,5350,Fall,50,1,760191,410933485
2023-11-28,5325,5425,5325,5350,Unchnaged,0,0,1479934,794721940
2023-11-29,5350,5375,5300,5300,Fall,50,1,1061978,564973847
2023-11-30,5375,5375,5275,5275,Fall,25,0,2244264,1190846200
2023-12-01,5275,5375,5275,5350,Rise,75,1,994995,531151425
2023-12-04,5450,5575,5450,5500,Rise,150,3,2356567,1299004575
2023-12-05,5425,5500,5425,5450,Fall,50,1,1146899,625039235
2023-12-06,5425,5450,5400,5425,Fall,25,0,1197167,648991117
2023-12-07,5400,5475,5400,5475,Rise,50,1,1021266,554485842
2023-12-08,5425,5450,5375,5375,Fall,100,2,1305426,705736060
2023-12-11,5325,5375,5300,5300,Fall,75,1,1244686,663752712
2023-12-12,5375,5400,5325,5325,Rise,25,0,1345016,720369625
2023-12-13,5300,5350,5275,5300,Fall,25,0,988816,524209385
2023-12-14,5450,5550,5425,5550,Rise,250,5,2707606,1489394487
2023-12-15,5575,5600,5550,5550,Unchnaged,0,0,2524488,1405546105
2023-12-18,5575,5575,5500,5500,Fall,50,1,1027809,567993982
2023-12-19,5450,5550,5450,5550,Rise,50,1,1588937,877220682
2023-12-20,5700,5700,5550,5550,Unchnaged,0,0,1384709,777000642
2023-12-21,5550,5600,5525,5575,Rise,25,0,990496,550408390
2023-12-22,5650,5700,5600,5675,Rise,100,2,1094113,619209565
2023-12-27,5700,5725,5625,5625,Fall,50,1,1313680,746392540
2023-12-28,5700,5750,5675,5725,Rise,100,2,1214346,694709195
2023-12-29,5750,5750,5675,5725,Unchnaged,0,0,931260,532734332
2024-01-02,5650,5675,5625,5675,Fall,50,1,911431,515142535
2024-01-03,5625,5650,5600,5600,Fall,75,1,836597,469989067
2024-01-04,5600,5700,5575,5700,Rise,100,2,1184679,670781537
2024-01-05,5725,5850,5700,5750,Rise,50,1,1349296,777243175
2024-01-08,5750,5800,5625,5625,Fall,125,2,1520150,865448285
2024-01-09,5625,5700,5625,5700,Rise,75,1,1056662,599926840
2024-01-10,5625,5700,5625,5700,Unchnaged,0,0,826264,468224820
2024-01-11,5750,5800,5700,5750,Rise,50,1,1322064,761275665
2024-01-12,5800,5850,5775,5850,Rise,100,2,1097157,639480127
2024-01-15,5850,5900,5775,5825,Fall,25,0,1152842,671403852
2024-01-16,5825,5875,5775,5825,Unchnaged,0,0,970743,565665400
2024-01-17,5825,5825,5750,5775,Fall,50,1,1079416,623858510
2024-01-18,5800,5800,5700,5750,Fall,25,0,872591,502555657
2024-01-19,5750,5800,5700,5800,Rise,50,1,753707,433912642
2024-01-22,5775,5800,5700,5775,Fall,25,0,975456,561193362
2024-01-23,5700,5750,5650,5700,Fall,75,1,1229997,699552345
2024-01-24,5675,5700,5575,5650,Fall,50,1,1042250,585652630
2024-01-25,5575,5650,5525,5525,Fall,125,2,1204788,671864647
2024-01-26,5450,5475,5400,5425,Fall,100,2,1852444,1007048237
2024-01-29,5400,5575,5400,5575,Rise,150,3,1456296,801946705
2024-01-30,5525,5650,5475,5625,Rise,50,1,1505180,842717565
2024-01-31,5725,5775,5675,5700,Rise,75,1,2451172,1401994595
2024-02-01,5775,5800,5725,5750,Rise,50,1,1566342,902241292
2024-02-02,5800,5850,5750,5850,Rise,100,2,1772097,1029880802
2024-02-05,5800,5825,5750,5775,Fall,75,1,1137600,657888530
2024-02-06,5900,5900,5800,5825,Rise,50,1,1267043,740850542
2024-02-07,5850,5900,5825,5850,Rise,25,0,1475715,864722585
2024-02-12,5875,6025,5850,6025,Rise,175,3,2008562,1197954632
2024-02-13,6050,6050,5950,6000,Fall,25,0,1458522,875641665
2024-02-15,6275,6275,6100,6125,Rise,125,2,3086851,1904077200
2024-02-16,6150,6200,6125,6150,Rise,25,0,1308144,804921847
2024-02-19,6125,6175,6075,6100,Fall,50,1,1113829,682150510
2024-02-20,6175,6300,6175,6300,Rise,200,3,1608726,1004896275
2024-02-21,6325,6375,6225,6300,Unchnaged,0,0,1692931,1065289635
2024-02-22,6250,6300,6225,6250,Fall,50,1,1002560,626626155
2024-02-23,6125,6175,6050,6125,Fall,125,2,1486430,906804042
2024-02-26,6100,6200,6075,6175,Rise,50,1,1105090,677848200
2024-02-27,6125,6200,6125,6125,Fall,50,1,991875,611048222
2024-02-28,6100,6225,6100,6225,Rise,100,2,1187453,733797247
2024-02-29,6150,6200,6125,6125,Fall,100,2,1738458,1068598462
2024-03-01,6175,6175,6075,6125,Unchnaged,0,0,762864,467101437
